title,url,summary,press,date
"‘시총 3.5조 대어’ 시프트업, IPO 흥행 자신... “성장성 봐달라”",https://n.news.naver.com/mnews/article/014/0005204137,"시프트업이 코스피 상장을 통해 게임 개발 역량을 강화하고, ‘의도된 성공’을 이어가겠다는 포부를 밝혔다. 시프트업이 예정대로 공모가 상..",파이낸셜뉴스 ,2024-06-25 14:57:10
"""즐거움엔 끝이 없다""…들뜨는 게임株 [엔터프라이스]",https://n.news.naver.com/mnews/article/215/0001167982,"우리나라가 잘하는 게 참 많이 있지만, '게임'도 빼놓을 수 없습니다. 이젠 '민속놀이'라고도 불리는 스타크래프트를 시작으로, 최근 리..",한국경제TV ,2024-06-25 14:56:07
"""거품이었나""…시총 앞자리 바뀐 엔비디아, 주가 변곡점은",https://n.news.naver.com/mnews/article/003/0012627594,미국 반도체 기업 엔비디아 주가가 3거래일 만에 13% 가까이 급락하면서 달리는 주가에 올라탔던 개인투자자들이 아우성이다. 고대역폭메모..,뉴시스 ,2024-06-25 14:49:02
"시프트업 ""'스텔라블레이드' 100만장 돌파…또 한번 성공 자신""",https://n.news.naver.com/mnews/article/015/0005001535,게임 개발사에 가장 중요한 것은 우연이 아닌 '의도된 성공'이다. 우리는 설립 후 내놓은 세 작품을 시장에서 인정받았다. 성공 DNA를..,한국경제 ,2024-06-25 14:44:17
"대출한도 더 줄이는 '2단계 스트레스DSR' 적용, 9월로 밀린다",https://n.news.naver.com/mnews/article/469/0000808611,정부가 내달부터 시행하기로 한 '스트레스 총부채원리금상환비율(DSR) 2단계 조치'를 9월로 미뤘다. 서민·자영업자를 위한 범정부 대책..,한국일보 ,2024-06-25 14:40:18
코스피 도전장 내민 '3조 대어' 시프트업…게임사 시총 4위 노린다,https://n.news.naver.com/mnews/article/421/0007622882,게임사 시프트업(462870)이 코스피시장 상장에 도전장을 내밀었다. 시프트업이 청약에서 흥행에 성공한다면 국내 게임사 중 시가총액 4..,뉴스1 ,2024-06-25 14:36:35
‘조 단위 대어’ 시프트업 “밸류업 발맞춰 주주가치 극대화”,https://n.news.naver.com/mnews/article/119/0002843481,올해 기업공개(IPO) 시장에서 조(兆) 단위 대어로 꼽히는 시프트업이 상장 이후 안정적인 주가 흐름이 형성되면 주주들과의 소통을 통해..,데일리안 ,2024-06-25 14:36:12
“中대기업 계약인 줄 알았더니 구글링해도 안나오는 소기업”… 발주처 미공개 공시제도 허점,https://n.news.naver.com/mnews/article/366/0001000277,대규모 공급 계약 공시해 주가 띄운 후 돌연 계약 해지 발표 계약 상대·금액도 안 밝혀… 제도 빈틈 악용한 깜깜이 공시 늘어 호재성 공..,조선비즈 ,2024-06-25 14:29:13
"비트코인, 장중 6만달러 또 붕괴… 이번엔 '마운트곡스' 물량 우려",https://n.news.naver.com/mnews/article/417/0001010399,비트코인 가격이 장중 6만달러 아래로 떨어지는 등 약세를 면치 못하고 있다. 비트코인 가격이 6만달러 아래로 떨어진 것은 올해 5월1일..,머니S ,2024-06-25 14:19:49
코스피 상장 앞둔 시프트업 “시총 3兆 고평가? 인프라 투자로 성장 이어갈 것”  [투자360],https://n.news.naver.com/mnews/article/016/0002326739,유가증권시장 상장을 추진 중인 게임 개발사 ‘시프트업’ 김형태 대표가 24일 간담회를 열고 “상장 후 게임 개발 인프라 등 개발 역량을..,헤럴드경제 ,2024-06-25 14:18:12
급락 또 급락 비트코인···한 때 5만8000달러까지 밀려[매일코인],https://n.news.naver.com/mnews/article/009/0005324363,연일 급락세를 이어가는 비트코인이 지난 24일 한 때 지난달 3일 이후 53일만에 처음으로 5만8000달러까지 떨어졌다. 비트코인은 지..,매일경제 ,2024-06-25 14:12:13
"삼성전자, 美 반도체 약세에도 아랑곳…장 중 1%대 상승[핫종목]",https://n.news.naver.com/mnews/article/421/0007622731,삼성전자(005930)가 최근 글로벌 반도체 조정에도 불구하고 장중 1%대 강세를 보이고 있다. 한국거래소에 따르면 25일 오후 1시5..,뉴스1 ,2024-06-25 14:10:18
가상자산사업자 파산해도 은행이 이용자 예치금 돌려준다,https://n.news.naver.com/mnews/article/008/0005055226,"가상자산이용자보호법(이용자보호법) 시행령 제정안이 국무회의를 통과했다. 이용자 예치금과 가상자산의 보호, 불공정거래행위 금지에 대한 세..",머니투데이 ,2024-06-25 14:06:37
"에스바이오메딕스, 10억 달러 블루락 이겼다… 저용량 투여군만으로 효능 우세",https://n.news.naver.com/mnews/article/008/0005055221,에스바이오메딕스의 파킨슨병 치료제(TED-A9)가 임상시험 중간결과 독일 바이엘의 자회사 블루락테라퓨틱스가 개발 중인 'BRT-DA01..,머니투데이 ,2024-06-25 14:03:48
 운임 상승에 해운株 '고공행진'… HMM·대한해운 등↑[STOCK],https://n.news.naver.com/mnews/article/417/0001010385,해상 운임이 지속해서 상승하며 해운 관련주 주가가 일제히 오르고 있다. 25일 한국거래소에 따르면 이날 오후 1시48분 HMM은 전 거..,머니S ,2024-06-25 13:57:53
"코스닥, 기관 매도에 장중 840선 붕괴…케어젠 6%대↓",https://n.news.naver.com/mnews/article/018/0005773264,코스닥이 장중 840선 아래로 내려가며 약세를 나타내고 있다. 25일 마켓포인트에 따르면 오후 1시51분 코스닥 지수는 전거래일 대비 ..,이데일리 ,2024-06-25 13:57:11
"""글로벌 투자자, 韓 세제 혜택 논의 환영…가치주 관심 고조""",https://n.news.naver.com/mnews/article/215/0001167972,"한국 시장에서 밸류업 프로그램이 성공적으로 안착하려면, 시장의 선순환이 중요하다. 기업들이 지속 가능한 수익을 내야 투자자들에 의해 적..",한국경제TV ,2024-06-25 13:56:54
술 하루 2잔은 안전?…미국서 지침 개정 앞두고 적정 음주량 설전,https://n.news.naver.com/mnews/article/277/0005436692,미국 정부가 국민 건강을 위해 5년마다 발간하는 '식생활지침(dietary guideline)' 개정을 앞두고 적정 음주량에 대한 설전..,아시아경제 ,2024-06-25 13:54:52
 '30여 명 사상' 화성 배터리 공장 화재…에스코넥 주가 4%대 하락[ET라씨로],https://n.news.naver.com/mnews/article/030/0003217443,ET라씨로는 인공지능(AI) 기반으로 선별·분석한 주식 정보와 종목 매매 신호를 제공하는 전자신문 증권 정보 애플리케이션입니다. 플레이..,전자신문 ,2024-06-25 13:52:18
"대신證 ""하반기 코스피 3200 간다...미국 대신 신흥국 주목""",https://n.news.naver.com/mnews/article/014/0005204073,하반기 코스피가 3200선까지 상승할 것이란 전망이 나왔다. 금리 인하와 세계국채지수(WGBI) 편입이 상승 모멘텀이 될 수 있을 것이..,파이낸셜뉴스 ,2024-06-25 13:50:17
"""하반기 코스피 상단 3200선 열어둬야…경기·통화정책 증시 우호적""",https://n.news.naver.com/mnews/article/421/0007622632,"코스피가 상반기 글로벌 주요 증시 대비 부진한 모습을 보였으나, 올해 하반기에는 코스피 상단을 3200까지 볼 수 있다는 전망이 나왔다..",뉴스1 ,2024-06-25 13:48:52
"""달러약세·금리인하 코스피에 호재…연내 3200 간다""",https://n.news.naver.com/mnews/article/029/0002882832,"이경민 대신증권 FICC리서치부장이 달러 약세와 금리인하, 기업의 실적 개선 등에 힘입어 코스피가 하반기 3200까지 오를 수 있다는 ..",디지털타임스 ,2024-06-25 13:45:00
"삼성證, ‘로보굴링’ 가입자 3만8천명 돌파",https://n.news.naver.com/mnews/article/119/0002843441,"삼성증권은 ‘로보굴링’ 서비스 가입자가 지난달 말 기준 3만 8000명을 돌파했다고 25일 밝혔다. 2~30대가 21.8%, 40대가 ..",데일리안 ,2024-06-25 13:42:18
"카카오뱅크, 모바일 환전지갑 '달러박스' 서비스 출시(종합)",https://n.news.naver.com/mnews/article/001/0014767801,환전·ATM 수수료 1년 무료…'달러 선물하기' 서비스도 연말까지 트래블월렛서 달러→다른 통화 환전 수수료 면제 인터넷전문은행 카카오뱅..,연합뉴스 ,2024-06-25 13:33:29
조정장 왔나…엔비디아 담은 ETF도 `출렁`,https://n.news.naver.com/mnews/article/029/0002882824,인공지능(AI) 투자 열풍을 이끌던 미국 반도체 기업 엔비디아 주가가 급락한 가운데 이 종목을 담은 국내 상장지수펀드(ETF) 가격도 ..,디지털타임스 ,2024-06-25 13:27:07
“차세대 엔비디아 찾아라” 美 AI 톱10 ETF 상장 러시,https://n.news.naver.com/mnews/article/030/0003217408,글로벌 인공지능(AI) 산업을 주도하는 미국 빅테크 주식에 집중투자하는 상장지수펀드(ETF)가 25일 국내 증시에 대거 상장했다. 향후..,전자신문 ,2024-06-25 13:19:16
대전 분양가 상승세 속 '관저 푸르지오 센트럴파크' 3차 임의공급 나서,https://n.news.naver.com/mnews/article/011/0004357668,"대전 분양시장의 분양가 상승세가 거침없이 이어지고 있다. 실제 대전에서는 민간 아파트의 3.3㎡당 평균 분양가격이 1,800만원 대를 ..",서울경제 ,2024-06-25 13:05:07
"'기안84' 쥐어짜내던 이 남자, 900억 돈벼락 맞는다…무슨 일",https://n.news.naver.com/mnews/article/025/0003369050,네이버웹툰이 미국 증권시장에서 기업공개(IPO)에 나선다. 만화가 '기안84'에게 직접 원고를 독촉했던 실무자 출신의 김준구 대표는 스..,중앙일보 ,2024-06-25 13:04:09
"""한국 5% 오를 동안 일본 15%·대만 30% 뛰었다"" 코스피 향배는",https://n.news.naver.com/mnews/article/008/0005055168,한국 코스피지수가 올해 상반기 일진일퇴를 거듭하면서 상승률이 주요 금융강국 지수들을 상당폭 밑돈 것으로 나타났다. 주요 신흥국 가운데는..,머니투데이 ,2024-06-25 12:35:30
"방향성 부재에 좁은 레인지…장중 환율, 1380원 중후반대 등락[외환분석]",https://n.news.naver.com/mnews/article/018/0005773193,원·달러 환율이 장중 1380원 중후반대에서 등락을 오가고 있다. 외환시장에 특별한 이벤트가 부재한 가운데 환율이 방향성을 찾지 못하고..,이데일리 ,2024-06-25 12:17:10
"엔비디아 조정국면, ‘닷컴버블 붕괴’ 시스코·인텔 따라가나",https://n.news.naver.com/mnews/article/018/0005773192,미국 반도체 기업 엔비디아가 최근 사흘 연속 급락하면서 2000년초 닷컴버블 붕괴가 연상된다는 우려의 목소리가 나오고 있다. 당시 치솟..,이데일리 ,2024-06-25 12:15:07
"韓·日 거래소 수장 만나 '밸류업' 논의…""韓 인센티브 긍정적""",https://n.news.naver.com/mnews/article/215/0001167957,정은보 한국거래소 이사장과 이와나가 모리유키 도쿄증권거래소 대표이사가 만나 한국과 일본의 기업가치 제고 프로그램에 대한 논의를 진행했다..,한국경제TV ,2024-06-25 12:06:42
'70년대생 영리더'…후계 구상 이른 한앤코[마켓인],https://n.news.naver.com/mnews/article/018/0005773179,이 기사는 2024년06월25일 06시00분에 마켓인 프리미엄 콘텐츠로 선공개 되었습니다. 사모펀드가 국내에 태동한지 20년이 지났다...,이데일리 ,2024-06-25 12:01:22
"20년물 입찰 소화하며 금리 소폭 하락…3년물, 0.9bp↓[채권분석]",https://n.news.naver.com/mnews/article/018/0005773173,25일 국내 국고채 시장은 20년물 입찰을 소화한 가운데 금리가 일제히 하락 중이다. 금리와 환율 모두 제한적인 흐름을 보이는 만큼 시..,이데일리 ,2024-06-25 12:00:09
"대신證, “글로벌 경제·반도체 업황 개선...코스피 3200 가능”",https://n.news.naver.com/mnews/article/119/0002843413,"글로벌 경제 확장 및 금리 인하, 반도체 업황 개선이 맞물리면서 증시의 상승 추세가 예상되고는 가운데 하반기 코스피 상단을 3200선까..",데일리안 ,2024-06-25 11:58:14
"코스피 장중 오름폭 키워 2,770대…삼전 오르고 SK하이닉스 보합",https://n.news.naver.com/mnews/article/001/0014767348,"외국인·기관 동반 순매수…'엔비디아 충격' 반도체株 낙폭 줄여 해운주, 현대차·현대모비스 상승세…코스닥은 하락세 코스피가 25일 외국인..",연합뉴스 ,2024-06-25 11:42:15
‘갓비디아’ 흔들… 시총 2080억달러 증발,https://n.news.naver.com/mnews/article/021/0002644880,3거래일간 12.8% 급락…3위로 월가 큰손들 주식 전량매각 확인 고객사 자체AI개발도 하락 한몫 일각 “수익성 최고점” 거품론에 AI..,문화일보 ,2024-06-25 11:39:22
엔비디아 그리고 글로벌 인공지능 랠리,https://n.news.naver.com/mnews/article/016/0002326669,‘엔비디아 그리고 글로벌 인공지능(AI) 랠리’. 올 상반기 글로벌 주요 증시로 향했던 개미(소액 개인 투자자)들의 투자 트렌트를 설명..,헤럴드경제 ,2024-06-25 11:37:26
대신證 “하반기 코스피 3100 넘을수도”,https://n.news.naver.com/mnews/article/016/0002326668,"글로벌 경제의 확장 국면 속에 제조업 중심의 비(非) 미국 국가들의 경기 회복세가 뚜렷해지고, 미국 연방준비제도(Fed·연준)를 비롯한..",헤럴드경제 ,2024-06-25 11:37:24
"동학개미, 안전자산 ‘金·달러곱버스’ 베팅",https://n.news.naver.com/mnews/article/016/0002326667,"미국 고금리 장기화 속에 강달러 기조가 이어지고 있지만, 동학개미들은 달러 대신 ‘더 안전한 자산’ 금(金)에 베팅하고 있다. 환율이 ..",헤럴드경제 ,2024-06-25 11:37:21
"'제습기, 오늘 주문하면 내일 받는다' …위닉스, 유통사와 익일배송 실시",https://n.news.naver.com/mnews/article/008/0005055140,"생활가전 브랜드 위닉스는 G마켓, 11번가, 쿠팡, 네이버 등 주요 온라인 유통사를 통해 '제습기' 및 '창문형 에어컨' 익일배송 서비..",머니투데이 ,2024-06-25 11:34:09
"일본 밸류업 주인공 ""결국 기업 펀더멘털이 핵심""",https://n.news.naver.com/mnews/article/215/0001167952,PBR 1배 미만 기업에 시정을 요구하는 '기업지배구조 개선'이 어떻게 성공할 수 있었는지 자주 질문을 받곤 한다. 도쿄증권거래소는 늘..,한국경제TV ,2024-06-25 11:25:26
코스피는 반등… 코스닥은 840선 내줘,https://n.news.naver.com/mnews/article/366/0001000234,"코스피지수가 25일 오전 2770선을 하루 만에 되찾은 반면, 코스닥지수는 내림세를 보이며 840선을 내줬다. 코스피지수는 이날 오전 ..",조선비즈 ,2024-06-25 11:23:12
끝없는 엔저에 일학개미 탈출 나섰다…15개월 만에 매도 우위,https://n.news.naver.com/mnews/article/009/0005324291,환 헤지 미국채 ETF 팔고 환 노출형으로 갈아타 일본 증시와 엔화 가치가 반등 기색을 보이지 않자 ‘일학개미 엑소더스’가 시작됐다. ..,매일경제 ,2024-06-25 11:22:08
 밸류업 기대감에 신한지주 순매수 1위[주식 초고수는 지금],https://n.news.naver.com/mnews/article/011/0004357630,미래에셋증권에서 거래하는 고수익 투자자들이 24일 오전 가장 많이 순매수한 종목은 신한지주(055550)로 나타났다. 이외에 현대차(0..,서울경제 ,2024-06-25 11:14:18
"""천국의 계단?""…테크윙, 올해 주가 5배 뛴 배경은",https://n.news.naver.com/mnews/article/003/0012626659,"반도체 장비업체 테크윙의 주가가 올 들어서만 5배 가까이 뛴 배경에 관심이 모이고 있다. 테크윙의 주가는 올 초 1만원대에 머물렀지만,..",뉴시스 ,2024-06-25 11:12:20
"한투운용, ETF 10조 돌파… KB와 점유율 1%이내로 '맹추격'",https://n.news.naver.com/mnews/article/417/0001010340,한국투자신탁운용이 상장지수펀드(ETF) 시장에서 순자산 기준으로 3위 KB자산운용을 맹추격하고 있다. 25일 한국거래소에 따르면 전날(..,머니S ,2024-06-25 11:05:17
"""코스피 3,200 간다""…미국 보다 여기 '주목'",https://n.news.naver.com/mnews/article/215/0001167935,"그간 글로벌 증시 대비 부진했던 코스피 지수가 올해 하반기 3,200선까지 상승할 수 있을 것이라는 전망이 나왔다. 이경민 대신증권 F..",한국경제TV ,2024-06-25 10:46:14
"""소부장 국산화는 국가 안보"" 배지·레진 사업 본격 나선 아미코젠",https://n.news.naver.com/mnews/article/008/0005055085,매일같이 수조원의 자금이 오가는 증시는 정보의 바다이기도 합니다. 정확한 정보보다는 거품을 잡아 손실을 보는 경우가 많습니다. 머니투데..,머니투데이 ,2024-06-25 10:41:51
허위공시에 관대한 나라[기자수첩],https://n.news.naver.com/mnews/article/277/0005436568,최근 배우 견미리 씨 남편 이홍헌 씨의 주가조작 사건이 대법원에서 유죄 취지로 파기 환송됐다. 이 씨 등은 코스닥 상장사 보타바이오를 ..,아시아경제 ,2024-06-25 10:40:39
"대신증권 ""하반기 코스피 3,200 가능…9월 세계국채지수 편입 주목""",https://n.news.naver.com/mnews/article/001/0014767013,"코스피 상대적 약세는 ""채권금리 반등·성장주 부진 영향"" 하반기 2,620∼3,200 전망 ""반도체·수출주 유망…신흥국 상대적 강세 예..",연합뉴스 ,2024-06-25 10:39:11
"KCGI 미국S&P500 TOP10, 테슬라 빼고 일라이릴리 편입",https://n.news.naver.com/mnews/article/243/0000061068,"미국 시가총액 상위 종목으로 구성된 KCGI 미국S&P500 TOP10 ETF에 일라이릴리, 브로드컴, JP모건등 3개 종목이 새롭게 ..",이코노미스트 ,2024-06-25 10:39:09
가상자산회사 망해도 은행이 예치금 돌려준다 [투자360],https://n.news.naver.com/mnews/article/016/0002326544,다음달 19일부터 시행되는 가상자산이용자보호법의 세부사항을 규율하는 가상자산이용자보호법 시행령(제정안)이 25일 국무회의에서 의결됐다...,헤럴드경제 ,2024-06-25 10:38:12
대신證 “하반기 코스피 3100 넘을 수도…美 연준 연내 2회(50bp) 금리 인하 기대” [투자360],https://n.news.naver.com/mnews/article/016/0002326537,"글로벌 경제의 확장 국면 속에 제조업 중심의 비(非) 미국 국가들의 경기 회복세가 뚜렷해지고, 미국 연방준비제도(Fed·연준)를 비롯한..",헤럴드경제 ,2024-06-25 10:32:11
해상운임 상승에 해운주 동반 급등…STX그린로지스 25%대↑,https://n.news.naver.com/mnews/article/008/0005055049,해운 운임 상승세에 해운주가 동반 강세다. 25일 오전9시52분 기준 코스피 시장에서 STX그린로지스는 전일 대비 2760원(25.21..,머니투데이 ,2024-06-25 10:15:53
"시노펙스, '시노펙스 베트남' 창사 이래 첫 배당",https://n.news.naver.com/mnews/article/003/0012626392,시노펙스는 해외 자회사인 '시노펙스 베트남' 법인이 설립 10년만에 첫 배당을 실시했다고 25일 밝혔다. 시노펙스는 2014년 7월 베..,뉴시스 ,2024-06-25 10:10:45
"""내년 3,000달러 넘긴다""...金 강세론 확산",https://n.news.naver.com/mnews/article/215/0001167916,금 가격이 몇 달 동안 박스권에서 횡보하고 있는 가운데 글로벌 투자은행 뱅크오브아메리카(BofA)가 금 강세론을 주장하고 나섰다. 24..,한국경제TV ,2024-06-25 10:02:52
삼성증권 ‘로보굴링’ 가입자 3만8000명 돌파…인기 비결은,https://n.news.naver.com/mnews/article/018/0005773012,"삼성증권은 ‘로보굴링’ 서비스 가입자가 지난달 말 기준 3만 8000명을 돌파했다고 25일 밝혔다. 2~30대가 21.8%, 40대가 ..",이데일리 ,2024-06-25 09:55:12
"KB證 “3Q 인하 기대에 따른 외인 매수, 7월 금통위 이후 전환될 수도”",https://n.news.naver.com/mnews/article/018/0005773010,KB증권은 지난 24일 최근 외국인의 국채선물 매수세 배경으로 투자 헤지펀드인 CTA 그리고 한국은행 3분기 금리인하 베팅을 꼽았다. ..,이데일리 ,2024-06-25 09:55:08
비엘팜텍-대한석탄공사 공동 소유 ‘몽골 석탄광산’ 매각 본격화,https://n.news.naver.com/mnews/article/014/0005203903,비엘팜텍이 대한석탄공사와 공동으로 소유하고 있는 몽골 홋고르샤나가 석탄광산의 매각이 본격화 될 전망이다. 25일 비엘팜텍에 따르면 몽골..,파이낸셜뉴스 ,2024-06-25 09:51:09
"""주가 빠지면 더 담아라"" 증권가 분석에…화승엔터, 5% 강세",https://n.news.naver.com/mnews/article/008/0005055024,화승엔터프라이즈가 장 중 5%대 강세를 나타낸다. 25일 오전 9시 45분 기준 코스피 시장에서 화승엔터프라이즈는 전날보다 410원(5..,머니투데이 ,2024-06-25 09:50:42
"코스피, 엔비디아發 찬바람에도 상승 전환…반도체株 하락(종합)",https://n.news.naver.com/mnews/article/001/0014766790,"삼성전자 보합·SK하이닉스 2% 하락…한미반도체 등 HBM 종목 약세 반도체 차익실현 매물 출회, 해운주는 급등…코스닥은 내려 코스피가..",연합뉴스 ,2024-06-25 09:45:14
"비트코인 폭락 경고음...""지지선 붕괴시 5만달러로 추락""",https://n.news.naver.com/mnews/article/215/0001167910,월가에서 차트 분석 달인으로 불리는 케이티 스톡턴 페어리드 스트레티지 설립자가 비트코인 추가 하락 가능성을 경고하고 나섰다. 24일(현..,한국경제TV ,2024-06-25 09:42:28
큰손들 SK하이닉스 팔고 이 종목 쓸어담더니…주가 날았다,https://n.news.naver.com/mnews/article/015/0005001410,현대차그룹주가 호실적 전망에 장 초반 강세다. 25일 오전 9시35분 현재 현대차는 전일 대비 8500원(3.02%) 오른 28만950..,한국경제 ,2024-06-25 09:42:13
" ‘보관액·순매수액 1위’ 엔비디아, 새 역사 속 조정 우려…서학개미 美 편식 이어질까 [투자360][자본시장 상반기결산②-해외주식]",https://n.news.naver.com/mnews/article/016/0002326470,엔비디아. 그리고 엔비디아가 주도했던 글로벌 인공지능(AI) 랠리. 올 상반기 글로벌 주요 증시로 향했던 개미(소액 개인 투자자)들의 ..,헤럴드경제 ,2024-06-25 09:37:06
엔비디아 3거래일째 하락세…SK하이닉스·한미반도체 '급락',https://n.news.naver.com/mnews/article/008/0005055014,엔비디아 주가 급락 여파로 '엔비디아 밸류체인'으로 꼽히는 SK하이닉스와 한미반도체가 장 초반 약세다. 25일 오전 9시25분 기준 코..,머니투데이 ,2024-06-25 09:36:52
22명 목숨 앗아간 '화성 공장화재'…모회사 에스코넥 주가 7%대↓[핫종목],https://n.news.naver.com/mnews/article/421/0007621597,리튬 일차전지 제조업체 아리셀의 경기 화성 공장 화재로 사망자가 20명이 넘을 것으로 예상되는 가운데 해당 공장의 실소유주인 모회사 에..,뉴스1 ,2024-06-25 09:34:30
이스라엘·헤즈볼라 전면전 가능성에…석유 테마 '들썩',https://n.news.naver.com/mnews/article/015/0005001403,"끝나지 않는 중동 지역 군사적 긴장에 국제유가가 상승하자, 석유 관련 테마주들이 들썩이고 있다. 25일 오전 9시24분 현재 중앙에너비..",한국경제 ,2024-06-25 09:34:12
"""EU 전기차 관세 인상 반대해달라""…中, 獨에 관세 특혜 제안",https://n.news.naver.com/mnews/article/277/0005436460,중국이 유럽연합(EU)의 전기차 관세 인상 철회에 힘을 실어 달라며 독일에 고배기량 차량 관세 인하 혜택을 제안한 것으로 알려졌다. 2..,아시아경제 ,2024-06-25 09:32:18
"해운주, 해상운임 강세에 동반 '급등'…STX그린로지스 28%↑",https://n.news.naver.com/mnews/article/015/0005001401,해운주가 홍해사태 장기화로 해상운임이 강세를 보이면서 일제히 급등하고 있다. 25일 오전 9시23분 현재 STX그린로지스는 전일 대비 ..,한국경제 ,2024-06-25 09:32:14
"대신證 “LG전자, 2분기 어닝 서프라이즈 전망”",https://n.news.naver.com/mnews/article/011/0004357525,대신증권(003540)이 LG전자(066570)가 2분기 ‘어닝 서프라이즈’를 기록할 것으로 전망했다. 대신증권은 LG전자가 2분기 1..,서울경제 ,2024-06-25 09:30:13
"""美 엔비디아 급락에""…대표 수혜주 SK하이닉스 2%대 뚝",https://n.news.naver.com/mnews/article/003/0012626213,인공지능(AI) 대표기업 엔비디아가 연일 급락세를 보이자 SK하이닉스가 장 초반부터 하락세를 보이고 있다. 25일 오전 9시17분 현재..,뉴시스 ,2024-06-25 09:29:10
"코스피, 강보합 출발…엔비디아 악재에 SK하이닉스 `휘청`",https://n.news.naver.com/mnews/article/029/0002882717,간밤 미국 뉴욕증시에서 3대 지수가 혼조세를 보인 가운데서도 코스피는 25일 강보합 출발했다. 다만 엔비디아 급락 여파로 대장주 삼성전..,디지털타임스 ,2024-06-25 09:28:07
"“부동산 PF 여파… DGB금융, 2분기 실적 상당한 부진 예상” 하나증권",https://n.news.naver.com/mnews/article/138/0002176034,하나증권이 25일 DGB금융의 2분기 실적에 대해 상당한 부진이 예상된다면서 투자의견 ‘매수(Buy)’를 유지하지만 목표주가는 기존 1..,디지털데일리 ,2024-06-25 09:27:06
코스피·코스닥 강보합 출발… 반도체는 엔비디아發 약세,https://n.news.naver.com/mnews/article/366/0001000175,달러 강세에 따른 환율 우려를 소폭 덜어내면서 코스피지수와 코스닥지수 모두 25일 장 초반 강보합세를 보였다. 코스피지수는 이날 오전 ..,조선비즈 ,2024-06-25 09:21:11
"""AI에 쏠린 수급 분산"" 코스피, 기관·외국인 매수에 상승출발",https://n.news.naver.com/mnews/article/015/0005001391,"코스피가 상승 출발했다. 외국인 매도세가 진정됐고, 기관이 매수에 나서면서다. 다만 인공지능(AI) 테마에 대한 차익실현은 이어지고 있..",한국경제 ,2024-06-25 09:20:16
