title,url,summary,press,date
엔비디아 곤두박질에…SK하이닉스·한미반도체 장 초반 '급락',https://n.news.naver.com/mnews/article/015/0005001385,엔비디아가 3거래일째 약세를 기록하면서 SK하이닉스와 한미반도체 주가도 장 초반 급락세다. 25일 오전 9시6분 현재 SK하이닉스는 전..,한국경제 ,2024-06-25 09:15:09
"시노펙스, 해외 자회사 '시노펙스 베트남' 창사이래 첫 배당",https://n.news.naver.com/mnews/article/008/0005054995,시노펙스 해외 자회사인 '시노펙스 베트남' 법인이 설립 10년 만에 1500만 달러(약 200억원) 규모 첫 배당을 실시했다고 25일 ..,머니투데이 ,2024-06-25 09:14:36
총회연금재단 500억 출자에 40곳 '북적북적'[fn마켓워치],https://n.news.naver.com/mnews/article/014/0005203867,목회자의 노후자금을 굴리는 ‘총회연금재단’의 500억원 출자사업에 40곳의 운용사가 몰렸다. 공무원연금의 국내 사모대체투자 출자에 20..,파이낸셜뉴스 ,2024-06-25 09:14:14
"코스닥, 하락 출발 후 소폭 상승 전환…840선",https://n.news.naver.com/mnews/article/018/0005772940,코스닥이 하락 출발 후 소폭 상승하고 있다. 25일 마켓포인트에 따르면 오전 9시7분 코스닥 지수는 전거래일 대비 2.41포인트(0.2..,이데일리 ,2024-06-25 09:13:07
"코스피, 외인·기관 동반 매수 상승 출발…2770선 오름세",https://n.news.naver.com/mnews/article/018/0005772939,25일 코스피 지수가 2770선 상승 출발했다. 코스피 지수는 하루 만에 상승 전환 소폭 강보합권에서 거래되고 있다. 간밤 엔비디아가 ..,이데일리 ,2024-06-25 09:12:13
"""파두, 느리지만 실적 회복 중…하반기부터 본격 개선""-NH",https://n.news.naver.com/mnews/article/008/0005054991,NH투자증권이 급격한 매출 하락으로 '뻥튀기 상장' 논란이 일었던 파두에 대해 느리지만 실적을 회복 중이라고 평했다. 신규 고객사 확보..,머니투데이 ,2024-06-25 09:11:40
"중앙첨단소재-이디엘, ‘새만금 공장 생산동’ 건설 개시…“IRA 쇼티지 최대 수혜”",https://n.news.naver.com/mnews/article/014/0005203861,국내 최대 리튬염(LiPF6) 생산시설을 구축 중인 ‘이디엘(EDL)’이 현재 본격적으로 새만금 공장의 생산동 건설을 진행 중이다. 중..,파이낸셜뉴스 ,2024-06-25 09:09:09
"부자아빠 기요사키 ""비트코인 성투 하려면 이 사람 따라하라""",https://n.news.naver.com/mnews/article/215/0001167901,세계적인 베스트셀러 '부자 아빠 가난한 아빠'의 저자 로버트 기요사키가 비트코인 투자자들을 위한 조언을 남겼다. 24일(현지시간) 기요..,한국경제TV ,2024-06-25 09:07:46
"""SK하이닉스의 HBM 경쟁 우위 지속 전망"" 목표가 20만→26만-신영",https://n.news.naver.com/mnews/article/008/0005054988,신영증권은 경쟁사 대비 SK하이닉스의 HBM(고대역폭메모리) 시장 우위가 계속돼 2분기 실적도 기대된다고 25일 분석했다. 투자의견은 ..,머니투데이 ,2024-06-25 09:02:38
"한국투자신탁운용, ETF 순자산 첫 10兆 돌파",https://n.news.naver.com/mnews/article/016/0002326419,한국투자신탁운용은 ACE 상장지수펀드(ETF) 순자산총액이 10조원을 돌파했다고 25일 밝혔다. 한국투자신탁운용의 ETF 순자산액이 1..,헤럴드경제 ,2024-06-25 09:02:28
"""양대운하 통행 차질에 환경규제까지…다시 찾아온 해운 호황""-삼성",https://n.news.naver.com/mnews/article/015/0005001368,삼성증권은 수에즈·파나마 운하의 통행 차질과 국제해사기구(IMO)의 환경규제 본격 시행으로 인해 해상 운임이 강세를 보일 것이라고 분석..,한국경제 ,2024-06-25 09:00:10
"대출 한도 줄이는 ‘스트레스DSR 2단계’ 시행, 두 달 연기...9월 1일부터",https://n.news.naver.com/mnews/article/023/0003842230,정부가 대출 한도를 더 줄이는 ‘2단계 스트레스 DSR(총부채원리금상환비율)’ 규제 시행을 돌연 두 달 연기하기로 했다. 지난 2월 1..,조선일보 ,2024-06-25 09:00:09
"NH證 “LG엔솔, 유럽 판매 부진… 목표가 10% ↓”",https://n.news.naver.com/mnews/article/366/0001000167,NH투자증권이 LG에너지솔루션에 대해 유럽 판매가 부진하다고 평가했다. 그러면서 목표 주가를 기존보다 10% 내린 44만원으로 제시했다..,조선비즈 ,2024-06-25 08:52:06
"비보존제약, 비마약성 진통제 ‘오피란제린’ 사전 마케팅 돌입",https://n.news.naver.com/mnews/article/018/0005772913,비보존 제약(082800)은 비마약성 진통제 오피란제린 출시를 앞두고 본격적인 사전 마케팅에 돌입한다고 25일 밝혔다. 비보존 제약은 ..,이데일리 ,2024-06-25 08:49:12
"미래에셋운용, ‘美 배당 프리미엄펀드’ 순자산 1000억 돌파",https://n.news.naver.com/mnews/article/119/0002843235,미래에셋자산운용은 25일 미국 우량 배당주에 투자하며 커버드콜 전략을 통해 추가 수익을 추구하는 ‘미래에셋미국배당프리미엄펀드’ 순자산이..,데일리안 ,2024-06-25 08:48:09
"""바닥 찍은 2차전지…제한적 회복, 제한적 주가 반등""-NH",https://n.news.naver.com/mnews/article/015/0005001366,"2차전지 산업이 실적 바닥을 확인한 가운데, 유럽 중심의 전기차 판매 둔화가 두드러지고 있어 제한적인 회복을 보일 것이라는 분석이 나왔..",한국경제 ,2024-06-25 08:48:09
"""SK하이닉스, HBM 경쟁 우위 이어진다…목표가↑""-신영",https://n.news.naver.com/mnews/article/015/0005001365,신영증권은 25일 SK하이닉스의 목표주가를 기존 20만원에서 26만원으로 높였다. D램과 낸드 실적 모두 개선될 것이란 전망에서다. 고..,한국경제 ,2024-06-25 08:46:20
"상상인증권 ""펄어비스, 게임스컴 수상 가능성…목표가 23.5%↑""",https://n.news.naver.com/mnews/article/421/0007621409,상상인증권은 25일 펄어비스(263750)에 대해 '붉은사막'의 게임스컴 수상 가능성에 주목하며 목표 주가를 5만 1000원에서 6만 ..,뉴스1 ,2024-06-25 08:44:50
"""이차전지 주가 관건은 중저가 전기차 흥행""",https://n.news.naver.com/mnews/article/215/0001167898,"NH투자증권은 이차전지 종목들의 올해 하반기 주가와 관련해 ""가장 중요한 것은 3만 달러(4천150만원) 중저가 전기차의 흥행 여부""라..",한국경제TV ,2024-06-25 08:42:25
"신영證 ""SK하이닉스 목표가 30%↑…HBM 경쟁력 우위 계속""",https://n.news.naver.com/mnews/article/421/0007621406,신영증권은 25일 SK하이닉스(000660)의 목표주가를 30% 상향했다. 고대역폭메모리(HBM) 경쟁력을 바탕으로 한 2분기 실적 기..,뉴스1 ,2024-06-25 08:42:21
"DS證 ""삼성전자, 업사이클 지속…갈수록 이익 개선 기대""",https://n.news.naver.com/mnews/article/421/0007621405,"DS투자증권은 25일 삼성전자(005930)에 대해 ""하반기로 갈수록 메모리 가격 상승에 따른 이익 개선 효과가 증대될 것""이라며 목표..",뉴스1 ,2024-06-25 08:40:52
"SK證 “고려아연, 2분기 실적 컨센서스 대폭 웃돌 것”",https://n.news.naver.com/mnews/article/011/0004357492,올해 2분기 고려아연(010130)이 컨센서스를 대폭 상회하는 실적을 기록할 것이라는 전망이 나왔다. 아연 가격이 오르는 가운데 자사주..,서울경제 ,2024-06-25 08:32:16
엔비디아 사흘째 추락…우울한 코스피[굿모닝 증시],https://n.news.naver.com/mnews/article/277/0005436387,간밤 뉴욕증시가 인공지능(AI) 대장주 엔비디아의 부진 등으로 하락 마감하면서 25일 코스피도 약세를 보일 전망이다. 24일(현지시간)..,아시아경제 ,2024-06-25 08:30:02
강달러 진정 속 반기말 네고 기대…환율 1380원 초반대로 하락[외환브리핑],https://n.news.naver.com/mnews/article/018/0005772882,"원·달러 환율은 1380원 초반대로 하락이 예상된다. 밤사이 달러화 강세가 진정됐고, 전날에 이어 장중 반기말 네고(달러 매도) 유입이..",이데일리 ,2024-06-25 08:25:09
"우진, SMR 핵심 기자재 개발 속도…“SMR 시장 개화 수혜 기대”",https://n.news.naver.com/mnews/article/277/0005436379,우진이 소형모듈원자로(SMR) 핵심 기자재 개발에 속도를 내고 있다. 전력 소모가 많은 인공지능(AI) 산업 발전에 따른 전력난 해결책..,아시아경제 ,2024-06-25 08:23:09
"""고려아연, 2분기 실적 컨센서스 대폭 웃돌 전망""-SK",https://n.news.naver.com/mnews/article/015/0005001358,"SK증권은 25일 고려아연에 대해 ""2분기 실적이 컨센서스(예상치 평균)를 크게 웃돌 것으로 예상된다""고 분석했다. 다만 투자의견 '매..",한국경제 ,2024-06-25 08:16:20
"고려아연, 컨센서스 대폭 웃도는 실적 전망…매수 관점 접근-SK",https://n.news.naver.com/mnews/article/018/0005772878,"SK증권은 25일 고려아연(010130)에 대해 올해 2분기 컨센서스를 대폭 웃도는 실적을 기록하리라고 전망했다. 투자의견은 ‘매수’,..",이데일리 ,2024-06-25 08:15:06
"삼성에스디에스, 2Q 실적우려에도 여전한 AI 기대-한화",https://n.news.naver.com/mnews/article/018/0005772877,한화투자증권은 25일 삼성에스디에스(018260)가 2분기 시장기대치를 하회하는 실적을 내겠지만 국내에서 생성형 인공지능(AI) 매출을..,이데일리 ,2024-06-25 08:13:12
"""삼성전자, 메모리 가격 상승으로 수익성 개선""[클릭 e종목]",https://n.news.naver.com/mnews/article/277/0005436372,DS투자증권은 25일 삼성전자에 대해 하반기에도 레거시(구형) DRAM(D램) 가격 상승에 따른 수익성 개선이 기대된다고 분석했다. 이..,아시아경제 ,2024-06-25 08:12:16
"NH證 “삼성E&A, 역대 최대 수주잔고 전망”",https://n.news.naver.com/mnews/article/366/0001000160,NH투자증권은 삼성E&A의 수주잔고(일감) 규모가 사상 최대 수준일 것으로 25일 전망했다. NH투자증권은 삼성E&A에 대한 투자의견 ..,조선비즈 ,2024-06-25 08:09:11
"""붉은사막, 게임스컴 수상 가능성 주목…펄어비스 목표가↑""-",https://n.news.naver.com/mnews/article/015/0005001357,상상인증권은 25일 펄어비스의 목표주가를 기존 5만1000원에서 6만3000원으로 높였다. '게임스컴 2024'에서 '붉은사막'이 수상..,한국경제 ,2024-06-25 08:08:14
"비트코인, 4차 반감 효과 대신 ‘마운트곡스’ 악몽? 엔비디아, 테슬라와 에코프로 전철 밟나? [한상춘의 지금세계는]",https://n.news.naver.com/mnews/article/215/0001167894,4차 반감기에 들어가면서 급등할 것으로 기대됐던 비트코인 가격이 급락해 향방이 주목되고 있구요. 엔비디아 주가도 3거래일 토탈 약 13..,한국경제TV ,2024-06-25 08:08:07
"“中패션공룡 쉬인, 뉴욕 대신 런던행...비밀리에 IPO서류 제출”",https://n.news.naver.com/mnews/article/277/0005436364,미국 뉴욕증시 상장을 추진해온 중국 패스트패션기업 쉬인(Shein)이 결국 영국 런던에서 기업공개(IPO) 절차를 밟고 있다. 블룸버그..,아시아경제 ,2024-06-25 08:03:34
 美 나스닥지수 1%대 ↓…엔비디아 6%대 급락[뉴스새벽배송],https://n.news.naver.com/mnews/article/018/0005772872,"간밤 뉴욕 증시는 혼조세를 보였다. 특히 엔비디아가 6%대 큰 폭으로 하락했고, 인공지능(AI), 반도체 관련주가 대거 하락했다. 간밤..",이데일리 ,2024-06-25 08:03:11
외인·기관 '쌍끌이'…반도체 바통 이어받은 이 종목,https://n.news.naver.com/mnews/article/015/0005001355,국내 증시에서 외국인과 기관투자가가 현대차와 기아 등 자동차주(株)를 집중적으로 사들이고 있다. 올 하반기 긍정적 실적 전망이 나오고 ..,한국경제 ,2024-06-25 08:02:20
엔비디아 주가 사흘 연속 급락…거품 붕괴 신호일까[딥다이브],https://n.news.naver.com/mnews/article/020/0003572516,"엔비디아 주가가 3거래일 연속 하락했습니다. 그 영향으로 24일(현지시간) 뉴욕증시에서 나스닥지수는 1.09%, S&P500은 0.31..",동아일보 ,2024-06-25 08:02:17
"""삼성E&A, 하반기 추세 전환 위한 추가 수주 '기대'""[클릭 e종목]",https://n.news.naver.com/mnews/article/277/0005436363,대신증권은 25일 삼성E&A에 대해 하반기 추세 전환을 위한 추가 수주가 기대된다고 평가했다. 투자의견 '매수'와 목표주가 3만8000..,아시아경제 ,2024-06-25 08:01:50
작년 기관전용 사모펀드 약정 136兆 ‘역대최대’ [투자360],https://n.news.naver.com/mnews/article/016/0002326372,작년 국내 기관전용 사모펀드 약정액이 지속 성장해 136조4000억원으로 최고치를 기록했다. 25일 금융감독원이 발표한 ‘2023년 기..,헤럴드경제 ,2024-06-25 08:01:10
 엔비디아發 먹구름…위기는 곧 기회다[마켓뷰],https://n.news.naver.com/mnews/article/001/0014766501,"엔비디아 6.7%·퀄컴 5.5%·ARM 5.8% 급락…강달러는 진정세 ""쏠림 완화 계기 되면 긍정적"" 분석도…자동차·식음료株 대응 엔비..",연합뉴스 ,2024-06-25 08:00:26
"""카더라일 때 오른다""…정치테마주 요동",https://n.news.naver.com/mnews/article/003/0012625981,지난 국회의원 선거 이후 잠잠했던 정치테마주가 또 다시 요동치고 있다. 유력정치인들의 당대표 도전이 불을 지핀 모양새다. 하지만 출마설..,뉴시스 ,2024-06-25 08:00:00
“오늘 증시 하락 위험 커질 전망”…엔비디아 충격,https://n.news.naver.com/mnews/article/018/0005772867,25일 한국 증시가 하락세를 보일 것으로 전망됐다. 엔비디아 급락으로 투자 심리 위축이 예상됐다. 김석환 미래에셋증권(006800) 연..,이데일리 ,2024-06-25 07:56:14
"상상인證 ""펄어비스, 게임스컴 수상 가능성 주목…목표가↑""",https://n.news.naver.com/mnews/article/003/0012625973,"상상인증권이 25일 펄어비스에 대해 ""올해 가장 큰 모멘텀과 테마를 보유한 종목""이라며 주목했다. 목표주가는 기존 5만1000원에서 6..",뉴시스 ,2024-06-25 07:54:13
“115달러에 샀는데 이제 팔아야 함?”…며칠새 12% 급락한 엔비디아에 서학개미들 ‘멘붕’ [투자360],https://n.news.naver.com/mnews/article/016/0002326368,‘엔비디아 115(달러)에 샀는데 팔아야 함? 왜 자꾸 내려가' (25일 한 온라인 주식게시판) 거침없는 상승세를 이어가던 인공지능(A..,헤럴드경제 ,2024-06-25 07:53:10
"""삼성전자, 범용 메모리 반도체 시황 호조 지속될 것""-DS",https://n.news.naver.com/mnews/article/015/0005001350,"DS투자증권은 25일 삼성전자에 대해 최근 범용 메모리 반도체 시황 호조가 하반기에도 지속될 것이라며 투자의견 ‘매수’, 목표주가 10..",한국경제 ,2024-06-25 07:49:14
"유안타證 ""다보링크, 잦은 최대주주 변경 위험 주의""",https://n.news.naver.com/mnews/article/003/0012625968,유안타증권은 25일 다보링크에 대해 잦은 최대주주 변경 위험에 주의해야 한다고 분석했다. 투자의견과 목표주가는 따로 제시하지 않았다. ..,뉴시스 ,2024-06-25 07:49:06
"POSCO홀딩스, 불확실한 시장 속 낮아지는 기대감-대신",https://n.news.naver.com/mnews/article/018/0005772864,대신증권은 25일 POSCO홀딩스(005490)가 하반기에도 불확실한 시장상황을 맞을 것이라고 봤다. 다만 시장과의 소통을 통해 저평가..,이데일리 ,2024-06-25 07:44:13
엔비디아 6%급락에 나스닥 1% 뚝…월가 “건강한 조정” [월가월부],https://n.news.naver.com/mnews/article/009/0005324138,비트코인8% 급락..5.8만달러대 3일연속 나스닥·S&P500하락 엔비디아 팔고 은행·에너지주 사고 오늘 뉴욕증시 혼조세 보였습니다. ..,매일경제 ,2024-06-25 07:43:15
“엔비디아 우울인데 왜 비트코인 너까지…” 가상자산 대장주 6만달러 한때 붕괴 [투자360],https://n.news.naver.com/mnews/article/016/0002326361,미국 증시를 뜨겁게 달구고 있는 엔비디아 주가가 급락한 가운데 가상자산 대장주 비트코인 가격도 24일(현지시간) 한때 6만 달러선 아래..,헤럴드경제 ,2024-06-25 07:43:13
“내가 겪어봐서 알지” 비상장사에도 선뜻…연기금급 대우받는 투자자,https://n.news.naver.com/mnews/article/009/0005324137,"한국의 패밀리오피스 시장이 100조원 규모로 성장하면서, 최소 자산 규모만 수천억 원에 달하는 기업 가문 고객이 자본시장의 ‘메기’로 ..",매일경제 ,2024-06-25 07:43:10
대신證 “엔화 등 동반 약세… 원·달러 환율 연고점 돌파 가능”,https://n.news.naver.com/mnews/article/366/0001000157,일본 엔화를 비롯한 동아시아 통화가 동반 약세를 보이면서 미국 달러 대비 원화 환율(원·달러 환율)이 연고점(1400원)을 넘어설 수 ..,조선비즈 ,2024-06-25 07:37:10
AI에 쏠렸던 수급이 블루칩으로 분산…엔비디아 6.7% 급락 [뉴욕증시 브리핑],https://n.news.naver.com/mnews/article/015/0005001346,뉴욕증시에서 주요 지수는 인공지능(AI)에 쏠렸던 수급이 분산되면서 혼조세를 보였다. 엔비디아가 7% 가깝게 급락하면서 반도체 업종이 ..,한국경제 ,2024-06-25 07:35:16
뉴욕증시 혼조 마감…엔비디아 6.68% 하락,https://n.news.naver.com/mnews/article/629/0000298735,"다우존스지수 0.67% 상승 엔비디아, 3거래일 연속 하락세 뉴욕증시가 미국 반도체 기업 엔비디아의 조정 국면과 맞물려 혼조 마감했다...",더팩트 ,2024-06-25 07:26:18
"팔아? 버텨? 더사?…급락장, 안개에 갖힌 엔비디아",https://n.news.naver.com/mnews/article/029/0002882687,엔비디아 주가 3거래일 연속 급락 급락 폭도 커지면서 거품론 제기 조정장 속 관망세 강해 에측 난항에 서학개미 고민커져 인공지능(AI)..,디지털타임스 ,2024-06-25 07:23:07
SK하이닉스 한 회사 시총이 현대차그룹 전체 시총 넘었다 [투자360],https://n.news.naver.com/mnews/article/016/0002326332,국내 증시 시가총액 2위 종목 SK하이닉스가 현대자동차그룹 12개 상장사 전체 시총 합산액을 넘어섰다. AI칩 개발·생산에 필수적인 고..,헤럴드경제 ,2024-06-25 07:12:16
 ‘마이웨이’…삼천리 이만득 회장 사위들의 면면[거버넌스워치],https://n.news.naver.com/mnews/article/648/0000026721,내로라하는 재벌가(家)라면 ‘반(半)자식’이라는 사위의 일거수일투족 역시 세간의 주목을 받기 마련이다. 재계 54위 삼천리그룹의 3대 ..,비즈워치 ,2024-06-25 07:10:13
초유의 코스닥 상장승인 취소 …시작은 2년 전 옛 주인의 '악성 민원'?,https://n.news.naver.com/mnews/article/421/0007621280,"""상장예비심사신청서의 거짓 기재 또는 중요사항 누락 등으로 코스닥시장 상장예비심사 승인 결과의 효력을 불인정한다.""(한국거래소) ""악의..",뉴스1 ,2024-06-25 07:07:10
정부가 미는 정책주…급등락 롤러코스터 ‘주의보’,https://n.news.naver.com/mnews/article/119/0002843207,올 들어 국내 증시에서 뚜렷한 주도주가 부재한 가운데 정책 테마주가 기승을 부리고 있다. 주도주 없이 업종·종목 순환매 장세가 지속되자..,데일리안 ,2024-06-25 07:00:07
"'불장' 미국보다 더 뛰었다…""수익 짭짤하네"" 환호 [일확연금 노후부자]",https://n.news.naver.com/mnews/article/015/0005001339,※ 한국경제신문은 독자 여러분들의 노후 자산형성에 도움이 될 ‘연금 재테크’의 모든 것을 다루는 ‘디지털 온리’ 콘텐츠 [일확연금 노후..,한국경제 ,2024-06-25 06:58:18
"“혹시 코스피 3000 가나?”...빚내서 투자, 2년만에 최대",https://n.news.naver.com/mnews/article/009/0005324125,코스피 빚투 11조...코스닥은 8조 유가증권시장의 신용거래 융자 잔고가 11조원을 돌파했다. 24일 금융투자협회에 따르면 이달 20일..,매일경제 ,2024-06-25 06:44:11
기술주 차익 실현에 나스닥 1%↓...에너지주는 상승 [출근전 꼭 글로벌브리핑],https://n.news.naver.com/mnews/article/215/0001167880,미국 뉴욕증시의 기술주 중심 지수 나스닥이 1% 넘게 하락하며 인공지능(AI)과 반도체 관련주들이 휘청했다. 24일(현지시간) 나스닥 ..,한국경제TV ,2024-06-25 06:35:25
금리인하 돌입? 연저점 기록한 국고채 금리...채권 개미 기대 '솔솔',https://n.news.naver.com/mnews/article/008/0005054936,최근 글로벌 주요국들이 금리 인하를 시작하는 등 통화정책 완화 기조를 보이자 시중금리가 빠른 속도로 떨어지고 있다. 기대를 반영한 국내..,머니투데이 ,2024-06-25 06:32:00
"“곳간 열쇠, 며느리 말고 여기 맡겨요”...슈퍼리치 몰리자 100조 시장 ‘우뚝’",https://n.news.naver.com/mnews/article/009/0005324123,"한국판 록펠러, 카네기 명문가 유도 금융집사 서비스 자산증식과 함께 상속·M&A·사회환원·교육도 지원 초고액 자산가(슈퍼리치)를 대상으..",매일경제 ,2024-06-25 06:22:11
"'라임펀드 판매' 우리은행에 소송 낸 보람상조, 1심 패소",https://n.news.naver.com/mnews/article/277/0005436312,'라임 펀드' 투자 손실에 대한 책임을 물으며 우리은행에 민사소송을 낸 보람상조피플이 1심에서 졌다. 우리은행이 상품 설명을 제대로 하..,아시아경제 ,2024-06-25 06:10:00
"뉴욕증시, 엔비디아 급락에 반도체주 '휘청' …나스닥 1.09%↓ 마감",https://n.news.naver.com/mnews/article/001/0014766442,진정호 연합인포맥스 특파원 = 뉴욕증시는 올해 시장을 주도했던 인공지능(AI) 및 반도체 관련주가 대거 하락한 가운데 블루칩 우량주들은..,연합뉴스 ,2024-06-25 06:07:36
SK 자금난에 웨이브-티빙 합병 막판 진통 [시그널],https://n.news.naver.com/mnews/article/011/0004357461,국내 온라인 동영상 서비스(OTT) 업체 티빙과 웨이브 합병이 막판 진통을 겪고 있다. 웨이브가 기업공개(IPO)를 약속하고 빌린 20..,서울경제 ,2024-06-25 06:01:37
"환율 1400원에 불안한 코스피…""수출주 강세·내수주 소외""",https://n.news.naver.com/mnews/article/011/0004357460,원·달러 환율이 1400원에 육박할 정도로 오르면서 국내 주식시장의 변동성도 커질 수 있다는 경고가 나오고 있다. 특히 환율이 크게 오..,서울경제 ,2024-06-25 06:01:34
"엔비디아·하이닉스 쏠림 '닷컴버블'보다 심각…""스마트 베타 주목""",https://n.news.naver.com/mnews/article/008/0005054925,국내·외 증시에서 특정 종목으로의 쏠림현상이 심화하는 가운데 스마트 베타 전략으로 쏠림 이후 변동성 장세에 대응해야 한다는 분석이 나온..,머니투데이 ,2024-06-25 06:00:00
"이전상장 첫 날, 엇갈린 주가 희비",https://n.news.naver.com/mnews/article/277/0005436309,이전상장에 나선 종목들의 이사 첫날 주가 희비가 엇갈렸다. 코스닥시장에서 유가증권시장으로 옮긴 파라다이스는 약세를 보였고 코넥스시장에서..,아시아경제 ,2024-06-25 06:00:00
엔비디아 사흘간 12.9% ‘뚝’…S&P500·나스닥도 또 고전[월스트리트in],https://n.news.naver.com/mnews/article/018/0005772829,엔비디아 주가가 사흘 연속 빠지면서 나스닥과 S&P지수도 사흘째 하락 마감했다. 다우지수가 5일 연속 오른 것을 고려하면 투자자들은 그..,이데일리 ,2024-06-25 05:44:10
"개인 이어 펀드·채권도 '우려'…""제도 보완부터""",https://n.news.naver.com/mnews/article/018/0005772823,"“지금까지는 금투세가 폐지될 것이라는 생각에 지켜보는 분위기였지만, 하반기부터는 고객들도 좀 더 적극적으로 움직일 것으로 본다. 채권은..",이데일리 ,2024-06-25 05:32:21
투자자 1%만 대상인데…높아지는 ‘금투세 폐지 요구’ 왜?,https://n.news.naver.com/mnews/article/018/0005772821,국회 국민동의청원 게시판에 제안된 ‘금투세 전면 폐지 요청에 관한 청원’ (사진=국회 국민동의청원 게시판 갈무리) 금융투자소득세(금투세..,이데일리 ,2024-06-25 05:32:16
초단기채로 몰리는 대기자금…한 달 만에 2.3조 유입,https://n.news.naver.com/mnews/article/011/0004357444,시중의 대기성 자금이 초단기채권으로 몰리고 있다. 연초부터 이어진 글로벌 증시 상승에 따른 차익 실현 매물에 더해 연내 금리 인하 전망..,서울경제 ,2024-06-25 05:31:27
"가상화폐 대장주 비트코인, 6만달러 붕괴 …4개월 전 가격으로 복귀",https://n.news.naver.com/mnews/article/029/0002882675,이더리움도 하락 비트코인 가격이 4개월여 만에 6만달러 밑으로 내려갔다. 파산한 거래소 마운트곡스의 비트코인 상환과 뉴욕증시 호조로 인..,디지털타임스 ,2024-06-25 05:29:07
5월 PCE 물가 앞두고 혼조 마감…엔비디아 6.7% ↓[뉴욕증시],https://n.news.naver.com/mnews/article/277/0005436297,미국 뉴욕증시의 3대 지수는 24일(현지시간) 혼조세로 마감했다. 최근 증시 급등 피로감 속에 이번주 발표되는 개인소비지출(PCE) 물..,아시아경제 ,2024-06-25 05:13:25
이번엔 6.7% 폭락 엔비디아…조정 언제까지?,https://n.news.naver.com/mnews/article/029/0002882674,"엔비디아가 3거래일 연속 하락했다. 지난 18일 역대 최고 주가를 기록하며 시가총액 1위에 올랐지만, 이후 낙폭을 꾸준히 키우며 시총 ..",디지털타임스 ,2024-06-25 05:12:07
숨고르는 증시에…날뛰는 스팩주 과열주의보,https://n.news.naver.com/mnews/article/018/0005772813,국내 증시가 숨고르기 국면에 들어가며 마땅한 투자처를 찾지 못한 자금이 스팩(SPAC·기업인수목적회사) 종목에 쏠리고 있다. 최근 한 ..,이데일리 ,2024-06-25 05:10:14
"돌아온 '강달러'… 원/달러 환율, 1400원 터치하나?",https://n.news.naver.com/mnews/article/417/0001010236,'강달러'가 돌아왔다. 24일 원/달러 환율은 1389원에 마감하면서 1400원대 진입을 눈앞에 두고 있다. 주요국 통화 약세가 이어지..,머니S ,2024-06-25 05:02:00
증시대기자금 '머니무브' 꿈틀… 하반기 2800 기대감,https://n.news.naver.com/mnews/article/018/0005772809,코스피가 2700선 후반대에서 움직이는 가운데 증시 주변자금들이 조금씩 줄어들고 있다. 시장에서는 머니마켓펀드(MMF)나 종합자산관리계..,이데일리 ,2024-06-25 05:01:20
